Ensembl_id	Gene_name	Species	%GC	Gene length	Protein length	Age	Tau	Specific tissue	Average gene exp levels	Binding site percentage	Unique domain number	Domain numbers total	LRR domain numbers	LRR domain length total	Biosynthesis	Transport	Transporter activity	Development	Transcription	Translation	Defense response	Immune response	Cell division	Regulation of transcription	Core functions	Regulatory functions	%Disorder	%Exposed LRR	%Buried LRR	Group_based_on_NA_sensing	Type_of_sensed_NA	Group_new
ENSRNOG00000002161	TLR6	Rat	43.05	4.344294006	2.909556029	30	0.479346259	kidney	1.47480415	9.0012	3	4	2	118	0	0	0	1	2	1	1	5	0	1	4	7	1.02040816326531	30.6738	33.156	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000004249	TLR7	Rat	39.77	4.416440786	3.021602716	645	0.384793631	brain	1.277431647	8	6	9	7	410	0	0	0	1	3	0	1	4	0	2	4	7	0.987654320987654	27.4223	32.9068	NA_sensing_TLRs	ssRNA	ssRNA
ENSRNOG00000009822	TLR2	Rat	47.25	3.727053011	2.894869657	645	0.410662736	brain	1.410114393	13.0102	5	6	4	261	1	0	0	1	4	1	1	5	0	1	7	7	1.76100628930818	27.2232	34.4828	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000010522	TLR4	Rat	37.12	4.134559577	2.922206277	382	0.285963603	muscle	1.544014508	8.8623	3	6	4	202	1	1	0	1	5	1	2	8	1	1	9	12	10.4854368932039	35.9211	31.0526	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000021726	TLR3	Rat	38.75	4.1570637	2.957128198	645	0.453480566	kidney	2.687085025	13.4807	4	11	9	554	0	0	0	1	4	1	1	3	0	1	6	5	0.69204152249135	29.2117	34.0031	NA_sensing_TLRs	dsRNA	dsRNA
ENSRNOG00000022067	TLR5	Rat	49.05	3.628797486	2.940516485	454	0.741546723	muscle	0.447831768	13.7773	4	7	5	295	0	0	0	1	1	0	1	3	0	1	2	5	0.548847420417124	34.4237	31.4642	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000032368	TLR11	Rat	45.25	3.647285145	2.969881644	86	0.300907937	muscle	0.137133476	13.7339	4	5	3	155	0	0	0	0	1	0	0	1	0	1	1	2	0.851063829787234	31.2693	32.5077	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000038722	TLR1	Rat	44.06	4.286209386	2.893761762	132	0.760520309	kidney	0.744971846	11.2388	3	3	1	58	0	0	0	0	1	0	0	3	0	1	1	4	0.986436498150432	29.3796	34.4891	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000042455	TLR12	Rat	53.72	3.669130847	2.980911938	24	0.963919177	kidney	1.1023901	10.0418	3	5	3	155	0	0	0	1	1	0	1	2	0	1	2	4	0.892857142857143	30.292	32.8467	Other_TLRs	Other_TLRs	Other_TLRs
ENSRNOG00000045992	TLR8	Rat	41.16	4.373739318	3.012837225	454	0.413684802	muscle	0.686017143	9.3294	3	6	4	195	0	0	0	1	2	0	1	5	0	2	3	8	0.663716814159292	29.717	34.9057	NA_sensing_TLRs	ssRNA	ssRNA
ENSRNOG00000048161	TLR9	Rat	57.16	3.607347777	3.014100322	244	0.626805762	brain	0.157372459	7.7519	3	5	4	150	0	1	1	1	6	1	2	5	0	2	10	9	1.66865315852205	29.3245	34.7611	NA_sensing_TLRs	Unmethylated CpG DNA	ssDNA
ENSSSCG00000005503	TLR4	Pig	40.11	4.158181498	2.925312091	382	0.337896914	kidney	2.106880119	8.918	4	9	7	342	1	1	0	0	5	1	1	7	1	1	8	10	2.8328611898017	33.4158	32.0545	Other_TLRs	Other_TLRs	Other_TLRs
ENSSSCG00000009002	TLR2	Pig	46.23	4.542314924	2.895422546	645	0.505570891	brain	1.727415669	11.9745	3	5	3	175	0	0	0	0	3	1	1	5	0	1	4	7	0.953288846520496	32.6355	32.1429	Other_TLRs	Other_TLRs	Other_TLRs
ENSSSCG00000010885	TLR5	Pig	51.14	4.349432952	2.932473765	454	0.283429492	kidney	2.05549279	12.1637	4	9	7	385	0	0	0	0	1	0	1	3	0	1	1	5	1.63170163170163	29.538	35.3135	Other_TLRs	Other_TLRs	Other_TLRs
ENSSSCG00000011436	TLR9	Pig	58.04	3.906550519	3.013258665	244	0.842515204	brain	0.434287538	8.7379	3	9	8	404	0	0	0	0	4	0	2	3	0	2	4	7	0.986436498150432	28.0289	34.358	NA_sensing_TLRs	Unmethylated CpG DNA	ssDNA
ENSSSCG00000012118	TLR8	Pig	44.02	4.82741451	3.048441804	454	0.469408498	muscle	0.616115054	7.6992	4	10	8	331	0	0	0	0	2	0	0	2	0	2	2	4	0.666666666666667	33.0049	31.5271	NA_sensing_TLRs	ssRNA	ssRNA
ENSSSCG00000015801	TLR3	Pig	40.89	4.967051624	2.95616843	645	0.700853657	kidney	3.323117311	14.6179	3	8	6	348	0	0	0	0	4	1	1	3	0	1	5	5	0.510204081632653	30.9735	32.9204	NA_sensing_TLRs	dsRNA	dsRNA
ENSSSCG00000026583	TLR1	Pig	42	3.894592948	2.901458321	132	0.424442249	brain	2.115327995	10.3015	3	3	1	58	0	0	0	0	1	0	0	3	0	1	1	4	2.03592814371257	26.9297	33.1046	Other_TLRs	Other_TLRs	Other_TLRs
ENSSSCG00000027877	TLR10	Pig	41.53	3.998215732	2.909020854	78	0.681214765	brain	0.899189994	10	3	4	2	119	0	0	0	0	1	0	1	3	0	1	1	5	0.883977900552486	29.148	33.1839	Other_TLRs	Other_TLRs	Other_TLRs
ENSXETG00000004577	TLR13	Frog	46.77	4.119255889	2.981818607	4500	0.684945291	testis	0.252002102	12.7349	4	11	9	553	0	0	0	1	1	0	1	2	0	1	2	4	1.03329506314581	27.422	34.1544	NA_sensing_TLRs	23S rRNA	ssRNA
ENSXETG00000005873	TLR3	Frog	37.62	4.172923864	2.962842681	1714	0.448361342	brain	1.692028312	14.1767	5	15	12	753	0	0	0	1	1	0	1	3	0	1	2	5	1.18025751072961	32.6121	32.4575	NA_sensing_TLRs	dsRNA	dsRNA
ENSXETG00000005958	TLR9	Frog	39.25	3.623766	3.010723865	645	0.525332555	ovary	0.096670353	7.6172	2	6	5	252	0	0	0	1	3	0	1	4	0	2	4	7	0.510855683269476	27.2727	35.9408	NA_sensing_TLRs	Unmethylated CpG DNA	ssDNA
ENSXETG00000015027	TLR5	Frog	43.12	3.475816413	2.945468585	987	0.407312487	liver	0.935706174	11.5778	4	8	6	362	0	0	0	1	1	0	1	3	0	1	2	5	4.9163179916318	34.7826	32.1429	Other_TLRs	Other_TLRs	Other_TLRs
ENSGGOG00000002443	TLR7	Gorilla	40.24	4.35503	3.021189	645	0.6049291	brain	0.2664746	9.1516	5	8	6	380	0	0	0	1	2	0	1	2	0	1	3	4	0.987654320987654	28.9377	33.5165	NA_sensing_TLRs	ssRNA	ssRNA
ENSGGOG00000003066	TLR2	Gorilla	41.7	3.371806	2.89487	645	0.3547759	brain	1.5866141	12.1173	4	5	3	227	0	0	0	0	3	1	1	5	0	1	4	7	1.1482254697286	29.2135	34.2697	Other_TLRs	Other_TLRs	Other_TLRs
ENSGGOG00000012324	TLR8	Gorilla	41.34	4.21927	3.025306	454	0.6438903	liver	0.3587687	9.3484	3	7	5	263	0	0	0	1	2	0	1	4	0	2	3	7	0.654307524536532	27.6176	34.4461	NA_sensing_TLRs	ssRNA	ssRNA
ENSGGOG00000023623	TLR3	Gorilla	39.98	4.210452	2.956649	645	0.6643079	kidney	1.4426033	15.3761	4	12	10	659	0	0	0	1	4	1	1	3	0	1	6	5	0.5859375	29.8485	33.3333	NA_sensing_TLRs	dsRNA	dsRNA
ENSGGOG00000025418	TLR10	Gorilla	37.81	3.386499	2.909556	36	0.5981785	liver	0.2018924	10.111	4	4	2	98	0	0	0	1	1	0	1	3	0	1	2	5	2.83768444948922	25.3247	34.2532	Other_TLRs	Other_TLRs	Other_TLRs
